id,地址
16521,龍米路
16518,中正路
16518,建國一路
16518,後港一路
16518,民安路
16518,民安西路
16518,龍安路
16518,中正路
16518,三俊街
16594,中正路
16594,中正路上近登龍街
16594,中正路
16594,重新路
16243,安康路
16243,安一路
16243,安祥路
16243,安康路
16243,安祥路
16519,新樹路
16519,瓊泰路
16519,民義路
16519,瓊林路
16519,瓊泰路
15717,安康路
16606,復興路
15638,成功路
16189,介壽路
16189,大同路
16189,中正路
16189,中園街
16189,民權街
16189,仁愛街
16189,中山路
16397,義山路
16474,俊英街
16474,大安路
16474,新樹路
16474,樹新路
16595,仁義路
16595,泰林路
16595,幸福路
16595,中華路
16595,中原路
16595,中原東路
16595,化成路
16595,中興北街
16595,重陽路
16595,重新路
16474,三俊街
16501,中正北路
16288,學府路
16288,鄧公路
16288,學府路
16673,中山路
16674,中山路
16467,中山路
16467,竹林路
16467,永和路
16467,中山路
16467,中正路
16467,中山路
16467,板南路
16467,中山路
16265,安康路
16464,文聖街
16466,保順路
16466,仁愛路
16466,莊敬路
16466,福祥路
16466,橋和路
16466,建一路
16466,錦和路
16467,南雅南路
16467,府中路
16467,中山路
16467,三民路
16467,中山路
16467,員山路
16675,八甲路
16675,富基漁港路
16675,中央路
16675,路
16675,海興路
16675,清水路
16675,中山路
16619,淡海路
16619,沙崙路
16595,中興北街
16595,頭前路
16595,化成路
16595,中原東路
16595,中原路
16595,中華路
16595,幸福路
16595,泰林路
16595,仁愛路
16595,泰林路
16595,明志路
16468,四川路
16189,介壽路
16407,自立路
16407,自強路
16407,自立路
16407,民生路
16620,長榮路
16620,民族路
16620,三民路
16620,長榮路
16620,中原路
17548,中正路
17548,民權路
17548,中興路
16407,德和路
16407,得和路
16620,工商路
16620,成泰路
16407,安樂路
16407,永貞路
16467,三民路
16467,員山路
16467,中山路
16406,安康路
16406,安和路
16406,景新街
16406,景安路
16406,景平路
16406,景新街
16406,安和路
16595,成泰路
16595,明德路
16595,自強路
16595,登林路
16595,水碓路
16595,水碓二路
16595,自強路
16595,成泰路
16674,中山路
16669,凌雲路
16670,中央路
16670,四川路
16670,館前西路
16674,龍米路
16674,中山路
16294,街
16294,三重路
16294,南港路
16294,大同路
16406,安和路
16406,安康路
16468,員山路
16468,連城路
16468,中和路
16468,自由街
16468,永和路
16468,竹林路
16468,福和路
16468,中正路
16670,中山路
16670,政府西側門對面(新府路
16670,文化路
16670,北門街
16670,中正路
16288,學府路
16288,鄧公路
16288,學府路
16675,中山路
16673,中山路
16405,龍泉街
16405,英士路
16405,新海路
16405,長江路
16405,民生路
16405,中正路
16405,景平路
16405,中正路
16265,安康路
16265,安和路
16265,景新街
16265,安和路
16265,景安路
16265,景平路
16265,景新街
16265,安和路
16468,永利路
16468,永元路
16468,民生路
16468,自立路
16468,自強路
16468,自立路
16468,民生路
16468,永元路
16468,中山路
16595,重新路
16595,民權西路
16595,民權東路
16620,明志路
16620,泰林路
17548,中興路
16619,淡海路
16619,中正路
16619,淡海路
16619,中正路
16405,中正路
16468,四川路
16468,館前東路
16468,民族路
16734,中山路
16734,魚桀魚坑路
16734,頂坪路
16734,坑子內路
16734,瑞平公路
16734,十分街
16734,靜安路
16265,安和路
16265,安康路
16467,中山路
16467,員山路
16467,中山路
16467,永和路
16467,竹林路
16467,三民路
16467,竹林路
16269,中山路
16269,文化路
16269,中山路
17548,三重路
17548,大同路
17548,新台五路
16675,中山路
16675,清水路
16675,海興路
16675,路
16464,漢生東路
16464,中山路
16464,民生路
16464,文化路
16464,文聖街
16619,中正路
16619,文化路
16189,中正路
16189,介壽路
16189,中央路
16662,板城路
16189,金城路
16189,中央路
17548,民權路
17548,中正路
17548,北新路
17548,安康路
17548,安和路
16551,明燈路
16551,汽車路
16551,金光路
16551,山尖路
16551,汽車路
16552,汽車路
16552,洞頂路
16552,龍洞街
16552,仁和路
16552,興隆街
16552,仁和路
16552,鼻頭路
16269,文化路
16269,中正路
16269,中正東路
16623,淡金路
16294,大同路
16464,文聖街
16675,路
16210,中央路
16486,民安西路
16486,民安路
16486,富國路
16486,松江路
16487,中山路
16487,文化街
16487,大安路
16487,保安街
16487,中山路
17548,安和路
17548,安康路
17548,北新路
17548,光明街
17548,北新路
17548,中正路
16670,中正路
16670,新北市新莊區中正路
16670,萬壽路
16552,洞頂路
16552,汽車路
16462,文化路
16462,民生街
16462,中華路
16462,大同路
16462,介壽路
16462,復興路
16728,中正路
16462,府中路
16462,文化路
16462,民生路
16462,復興路
16695,興仁路
16210,學府路
16486,民安西路
16487,中山路
16418,光明街
16418,北新路
16418,順安街
16418,建國路
16418,民權路
16418,北新路
16418,安康路
16418,安忠路
16493,新坡一街
16670,萬壽路
16670,中正路
16670,新北市新莊區中正路
16670,中正路
16462,復興路
16405,中正路
16405,民生路
17557,安忠路
17557,安康路
17557,安和路
17557,安忠路
16474,樹新路
16474,大安路
16474,俊英街
16474,三俊街
16265,安康路
16547,明燈路
16547,九芎橋路
16547,猴硐路
16547,侯硐路
16547,柴寮路
16547,猴硐路
16547,柴寮路
16547,猴硐路
16547,九芎橋路
16547,明燈路
16548,明燈路
16468,四川路
16619,文化路
16619,中山路
16619,中正東路
16619,中山路
16619,中正路
16619,淡海路
16471,萬安街
16270,成泰路
16406,安康路
16511,安康路
16733,大同路
16733,汐萬路
16733,新北市汐止區汐萬路
16733,汐萬路
16464,金城路
16464,明德路
16464,立德路
16464,延和路
16464,莒光路
16464,漢民路
16464,明德路
16269,中正路
16586,中央路
16461,中央路
10195,中央路
10196,中央路
16189,中央路
16274,安祥路
16274,圓通路
16877,力行路
16877,車路
16877,車路頭街
16877,三和路
16877,仁華街
16619,淡海路
16619,沙崙路
16620,泰林路
16620,明志路
16620,成泰路
16620,明德路
16620,成泰路
16620,工商路
16620,中原路
16620,長榮路
16258,北深路
16258,木柵路
16733,汐萬路
16191,民德路
16191,雙十路
16407,中和路
16407,景安路
16620,成泰路
16471,萬安街
16471,光復街
16471,光環路
16471,光復街
16471,中山路
16471,懷仁街
16407,景安路
16620,成泰路
16620,明志路
16407,民生路
16471,永豐街
16462,介壽路
16269,文化路
16269,中山路
16270,泰林路
16270,明志路
16270,成泰路
16270,龍米路
16270,大度路
16274,中正路
16274,景平路
16274,景新街
16274,安和路
16274,安康路
16274,安祥路
16274,安康路
16274,安祥路
16274,建業路
16274,安康路
16462,民生街
16462,文化路
16463,僑中一街
16463,大觀街
16463,南雅西路
16463,大仁街
16463,國光路
16463,文化路
16463,民生路
16463,文化路
16463,國光路
16463,大仁街
16463,雅西路
16463,僑中一街
16464,懷德街
17293,文化一路
16296,長路
16296,忠孝東路
16296,新台五路
16296,大同路
16474,中正路
16474,保安街
16474,保安路
16474,保安街
16406,中興路
16407,圓通路
16407,中正路
16407,中興路
16407,復興路
16407,圓通路
16407,復興路
16407,景安路
16670,中正路
16728,中山路
16670,府中路
16670,文化路
16670,四川路
16670,中央路
16671,大忠街
16671,中山路
16671,中正東路
16671,中山北路
16671,大忠街
16672,成泰路
16672,明志路
16672,泰林路
16670,中正路
16551,金光路
16551,汽車路
16619,文化路
16673,博物館路
16673,忠孝路
16673,龍米路
16474,大安路
16474,南雅南路
16474,府中路
16474,"民大道,華興街"
16474,南雅路
16474,南雅南路
16474,中央路
16474,大安路
16474,保安街
16474,保安路
16474,中正路
16474,三俊街
16675,中山北路
16675,濱海路
16548,明燈路
16548,汽車路
16548,山尖路
16548,汽車路
16548,明燈路
16673,龍米路
16673,觀海大道175號對面路
16673,忠孝路
16673,博物館路
16673,中山路
16673,龍米路
16673,大度路
16733,汐萬路
16733,大同路
16695,中興街
16695,農會2號倉庫(淡金路
16734,明燈路
16734,中山路
16294,大同路
16294,南港路
16294,街
16675,中山北路
16675,淡金路
16675,興仁路
16675,路
16675,淡金路
16675,中興街
16675,農會2號倉庫(淡金路
16675,淡金路
16270,大度路
16270,立功街
16270,立德路
17548,長路
17548,忠孝東路
17548,新台五路
16595,民權東路
16595,民權西路
16595,民權西路上近大龍街
16595,重新路
16602,中央路
17292,文化路
16189,介壽路
16407,景安路
16407,中和路
16407,永貞路
16407,安樂路
16407,得和路
16191,文聖街
16191,三民路
16191,中山路
16258,北深路
16674,中山路
16471,莊敬路
16471,雙十路
16471,文化路
16471,漢生東路
16471,文化路
16471,雙十路
16471,莊敬路
16471,永豐街
16471,懷仁街
16471,中山路
16471,光復街
16471,中山路
16471,光環路
16471,中山路
16471,萬安街
16270,大度路
16270,龍米路
16270,成泰路
16270,龍米路
16270,成泰路
16270,明志路
16270,泰林路
16405,長江路
16405,新海路
16405,英士路
16405,智樂街
16595,重陽路
16595,中興北街
17548,大同路
17548,南港路
17548,三重路
17548,中興路
16675,淡金路
16258,北深路
16258,翠谷街
16258,文山路
16674,中山路
16674,龍米路
16674,大度路
16672,泰林路
16464,文化路
16464,民生路
16464,中山路
16464,漢生東路
16464,漢民路
16464,莒光路
16464,延和路
16464,立德路
16464,明德路
16265,安康路
16296,忠孝東路
16468,民族路
16468,中山路
16468,民族路
16474,三俊街
16675,路
16675,興仁路
16675,淡金路
16675,中山北路
16728,民權街
16728,中園街
16728,中正路
16728,民生街
16728,三樹路
16728,佳園路
16224,學府路
10753,碇坪路
16672,仁德路
16672,仁義路
16672,泰林路
16672,西寧南路
16672,漢口街
16672,重慶南路
16672,襄陽路
16672,公園路
16672,公園路與常德街
16672,衡陽路
16672,中華路
16672,泰林路
16672,仁愛路
16672,泰林路
16672,明志路
16672,成泰路
16673,中山路
16628,淡金路
16628,興仁路
16628,車路
16628,新興路
16626,中正路
16626,濱海路
16626,沙崙路
16626,後洲路
16626,中山北路
16626,淡金路
16243,安祥路
16243,中正路
16243,建國路
16243,中正路
16243,中央路
16481,民權路
16481,北新路
16481,羅斯福路
17570,中山路
17570,中山北路
16627,中正路
16627,淡海路
16269,文化路
16627,沙崙路
16393,新烏路
16734,坑子內路
16734,頂坪路
16627,沙崙路
16296,大同路
16296,新台五路
16296,長路
16734,頂坪路
16734,中山路
16629,淡海路
16629,沙崙路
16420,安康路
16629,沙崙路
16629,中正路
16679,金山區中正路
16679,中山路
16207,鎮前街
16207,中華路
17570,中山北路
17570,濱海路
17570,路
17516,中原路
16420,安康路
16717,景安路
16637,朝陽街
16393,新烏路
16393,北宜路
16393,新烏路
16393,中正路
16393,中興路
16393,北新路
16393,羅斯福路
16489,民義路
16485,五工六路
16485,泰林路
16486,萬壽路
16486,中正路
16486,雙鳳路
16486,民安路
16486,民安西路
16491,中正路
16492,中正路
16492,寶橋路
16492,中興路
16493,新坡一街
16492,新坡一街
16492,長春路
16418,安忠路
16418,安康路
16418,北新路
16492,長春路
16493,長春路
16493,新坡一街與長春路
16493,新坡一街
16735,裕民路
16487,中華路
16487,篤行路
16735,裕民路
16735,清水路
16735,延吉街
16735,明德路
16735,金城路
16735,連城路
16735,中正路
16487,南雅南路
16420,北新路
16420,順安街
16489,民義路
16489,工商路
16489,成泰路
16489,三民路
16489,中山一路
16423,府中路
16423,文化路
16423,民生路
16423,中正路
16491,北新路
16491,順安街
16491,復興路
10772,興南路
17534,民生路
17516,中平路
17570,中山北路
16668,集賢路
16668,五華街家樂福路
16668,五華街
16215,南雅南路
16668,三信路
16668,集賢路
16427,達觀路
16223,中正路
16223,大埔路
16223,中正路
16427,達觀路
16500,中正路
16500,集賢路
16500,三信路
16500,五華街
16500,集賢路
16420,復興路
16420,建國路
16420,民權路
16420,北新路
16420,安康路
16420,車子路
16420,黎明路
16623,淡金路
16623,淡金路忠愛街
16623,淡金路
16481,羅斯福路
16423,民族路
16423,北新路
16423,北宜路
16655,文化三路
16627,沙崙路
16270,泰林路
16270,成泰路
16500,三和路
16500,力行路
16500,忠孝路
16500,中正北路
16501,中正北路
16501,中興路
16501,四維路
16501,中山路
16501,中山二路
16501,九芎街
16501,長榮路
16501,三民路
16501,民族路
16501,復興路
16501,三民路
16481,羅斯福路
16481,辛亥路
16481,新生南路
16481,羅斯福路
16481,北新路
16573,新興街
16270,龍米路
16270,成泰路
16270,明志路
16627,中山北路
16627,淡金路
16627,興仁路
16627,路
16627,淡金路
16627,堆王厝路
16393,羅斯福路
16393,羅斯福路三段上近浦城街
16393,杭州南路
16393,愛國東路
16393,中山南路
16393,羅斯福3段南昌路
16393,羅斯福路
16393,羅斯福路三段上近浦城街
16393,羅斯福路
16627,沙崙路
16554,明燈路
16554,汽車路
16627,淡海路
16627,中正路
16554,金光路
16554,五號路
16554,洞頂路
16627,中正路
16627,文化路
16627,中山路
17570,中山北路
17570,中山路
17570,中正東路
17570,民權路
17570,中正東路
17570,民權路
17570,龍米路
16591,淡海路
16591,沙崙路
16591,淡海路
16592,雙鳳路
16429,中華路
17570,成泰路
16487,南雅南路
17575,中山路
17575,加投路
16393,羅斯福路
16393,中興路
16393,中正路
16393,北新路
16393,新烏路
16489,集賢路
16489,五華街
16489,三信路
16489,集賢路
16486,民安西路
10772,興南路
16715,學府路
16431,北新路
16429,中華路
16429,篤行路
16429,南雅南路
16429,館前東路
16429,民族路
16429,海山路
16429,區運路
16429,政府西側門對面(新府路
16429,政府西側門外(新府路
16429,漢生東路
16429,民族路
16429,四川路
16429,南雅路
16429,南雅南路
16429,中央路
16429,大觀路
16429,篤行路
16429,中華路
16487,文化路
16487,"民大道,華興街"
16487,南雅路
16487,南雅南路
16487,中央路
16487,大觀路
16487,篤行路
16487,中華路
16487,中山路
16487,保安街
16487,大安路
17575,港西路
17575,港東路
16489,中山ㄧ路
16489,三民路
16489,成泰路
16489,工商路
16489,民義路
16679,加投路
16679,頂社路
16679,港西路
16675,中山北路
16676,港東路
16676,加投路
16676,龜山子路
16676,中山路
16676,中華路
16676,龜山子路
16676,加投路
16676,頂社路
16676,港西路
16677,瑪鍊路
16677,加投路
16429,中山路
17570,成泰路
17570,龍米路
17570,成泰路
17570,中興路
17570,民生路
17570,民大道二段與民生街
17570,民大道二段與民生路
17570,民生路
17570,工商路
17570,成泰路
17575,編號第502432號路
17575,瑪鍊路
17575,基金三路
17575,基金一路
17575,麥金路
16481,民權路
16481,建國路
16481,民族路
16627,公埔子陳厝路
16627,高厝路
16627,公埔子陳厝路
16627,堆王厝路
16425,中正路
16425,三民路
16425,長榮路
16425,永樂街
16425,長安街
16425,九芎街
16425,中山ㄧ路
16425,中山一路
16493,新坡一街
16493,中興路
16493,中正路
16427,達觀路
16427,車子路
16427,安康路
16481,北宜路
16427,安康路
16481,三民路
16481,中華路
16481,北新路
16481,北宜路
16626,淡金路
16626,中山北路
17575,建國南路
17575,建國北路
16274,安祥路
16274,安康路
16274,安和路
16274,安康路
16274,安祥路
16734,田子路
16734,平十公路
16734,石底街
16734,平十公路
16393,新烏路
16425,集賢路
16627,中山路
16628,中山路
16628,中山北路
16224,學勤路
16224,中央路
16224,學勤路
16224,學成路
16628,北新路
16407,復興路
16407,中興路
16407,圓通路
16715,中正東路
16628,淡金路
16427,車子路
16628,奎柔山路
16628,淡金路
16628,中山北路
16628,後洲路
16628,北新路
16485,泰林路
16485,五工六路
16485,五權路
16734,中山路
16734,三爪子坑路
16734,明燈路
16735,中華路
16485,五工路
16485,思源路
16485,中原路
16487,文化街
16487,中山路
16393,羅斯福路
16735,錦和路
16735,圓通路
16735,中正路
16393,心路
16393,新烏路
16393,新烏來路
16393,新烏路
16628,中山路
16629,中山路
16629,文化路
16629,中正路
16485,貴陽街
16485,中華路
16485,寶慶路
16485,博愛路
16485,重慶南路
16490,五工路
16490,五權一路
16490,五權三路
16490,五工六路
16490,五權路
16490,五工一路
16490,四維路
16717,興南路
16258,木柵路
16258,木新路
16258,寶橋路
16258,北新路
16258,木新路
16486,南雅南路
16486,民安西路
16486,新樹路
16486,樹新路
16486,保安街
16717,興南路
16677,龜山子路
16677,中華路
16628,中山北路
17570,成泰路
16629,中山北路
16629,淡金路
16629,興仁路
16629,路
16629,淡金路
16629,小中寮11號路
16397,文化路
16397,中山路
16397,中正東路
16735,中正路
16735,連城路
16735,金城路
16735,明德路
16735,清水路
16735,裕民路
16735,中央路
16735,中華路
17575,辛亥路
16490,中山路
16490,中山二路
16490,九芎街
16490,長榮路
16490,三民路
16490,民族路
16490,三民路
16490,復興路
16490,民族路
16677,加投路
16678,瑪鍊路
16678,加投路
16678,磺港路
16678,中山路
16678,金山區中正路
16678,中山路
16678,加投路
16678,瑪鍊路
16425,集賢路
16397,新生街
16397,新民街
16493,北新路
16493,寶橋路
16493,中興路
16493,新坡一街
16493,新坡一街與長春路
16493,新坡一街
16493,長春路
16679,港東路
16623,中正東路
16623,淡金路
16623,淡金路忠愛街
16623,淡金路
16422,國中路
16422,文山路
16422,中正路
16422,北新路
16626,後洲路
16626,沙崙路
16626,濱海路
16626,中正路
16626,淡海路
16626,沙崙路
16626,淡海路
16479,新樹路
16479,民安西路
16479,民安路
16479,富國路
16479,中正路
16425,民安東路
16425,重慶北路
16425,南京西路
16425,承德路
16425,南京西路
16425,民生西路
16425,民生東路
16623,淡金路
16679,加投路
16425,永樂街
16425,長榮路
16425,三民路
16479,民安西路
16626,中山路
16626,文化路
16626,中正路
16626,淡海路
16481,北新路
16481,光明街
16481,三民路
16481,民族路
16626,中正路
16626,文化路
16626,中山路
16627,中山路
16485,中原路
16485,中平路
16485,幸福路
16485,中華路
16485,復興路
16485,化成路
16734,靜安路
16734,十分街
16627,淡金路
16627,路
16627,興仁路
16627,淡金路
16627,中山北路
16734,十分街
16485,衡陽路
16485,成都路
16485,重新路
16682,麥金路
16258,中興路
17570,成泰路
17570,龍米路
17570,民權路
17570,中正東路
16485,重新路
17576,"民大道,華興街"
17576,中山高速公路
16393,新烏路
16485,成功路
17576,中正路
17576,南崁路
17576,長榮路
17576,六福路
17576,中山路
17576,南祥路
17576,中山路
16485,重新路
16485,化成路
16485,復興路
16485,中華路
16485,幸福路
16485,中平路
16485,中原路
16485,思源路
16485,重慶南路
16485,公園路
16485,公園路與常德街
16485,衡陽路
16485,思源路
16485,五工路
16485,五權一路
16485,五工路
16485,五權路
16490,民族路
16490,三民路
16490,長榮路
16486,"民大道,華興街"
16486,南雅路
16486,中央路
16486,大觀路
16486,文化路
16486,保安街
16486,樹新路
16486,民安西路
16491,建國路
16491,民權路
16491,北新路
16397,新民街
16487,中華路
16294,大同路
16294,三重路
16294,向陽路
16294,忠孝東路
16422, 北新路
16422,北新路
16422,光明街
16422,中正路
16422,文山路
16422,國中路
16423,新烏路
16423,北宜路
16490,長榮路
16490,九芎街
16490,中山路
16490,四維路
16490,五工一路
16490,五股一路
16490,五權路
16490,五工六路
16491,長春路
16491,新坡一街與長春路
16491,新坡一街
16479,中正路
16491,北新路
16491,寶橋路
16491,中興路
16491,新坡一街
16491,新坡一街與長春路
16491,新坡一街
16491,長春路
16492,長春路
16492,新坡一街與長春路
16492,新坡一街
16492,中正路
16425,林森北路
16425,民權東路
16425,民權西路
16425,承德路
16623,淡金路
16679,中山路
16623,淡金路
16679,金山區中正路
16420,黎明路
16420,車子路
16420,安康路
16420,北新路
16420,光明街
16420,北新路
16423,民族路
16423,中正路
16423,民生路
16423,文化路
16627,文化路
16627,中正路
16265,安和路
16265,景新街
16265,安和路
16627,中正路
16479,中正路
16479,中正路上近登龍街
16479,中正路
16479,民生路
16479,中正路
16479,富國路
16479,民安路
16479,民安西路
16479,新樹路
16425,承德路
16425,庫倫街
16425,酒泉街
16425,延平北路
16425,中正路
16425,集賢路
16425,三信路
16425,五華街
16425,集賢路
16425,中山ㄧ路
16425,中山一路
16425,九芎街
16425,長安街
16499,集賢路
16499,五華街
16499,三信路
16499,集賢路
16499,中正路
16685,民族路
16685,中山路
16685,四川路
16685,忠孝路
16685,重慶路
16685,和平路
16685,信義路
16535,淡金路
16535,路
16535,興仁路
16535,淡金路
16630,坪頂路
16630,中正東路
16630,中山路
16630,中山北路
16630,新春路
16630,新春街
16529,中正路
16529,中興街
10281,新樹路
16682,北寧路
16682,瑞濱路
16682,海濱路
16530,富基漁港路
16685,青雲路
16685,延和路
16685,金城路
16685,明德路
16685,青雲路
16685,漢民路
16397,新民街
16397,義山路
16526,新民街
16526,新生街
16526,文化路
16526,中山路
16526,中正東路
16526,中山路
16526,文化路
16526,新生街
16535,中山北路
16536,北新路
16682,籠山路
16682,洞頂路
16682,哩咾路
16682,南雅路
16682,和美街
16632,樟樹二路
16632,樟樹路
16632,康寧街
16632,福德一路
15224,鄧公路
16530,八甲路
16530,淡金路
16530,農會2號倉庫(淡金路
16530,中興街
16530,淡金路
16530,路
16530,興仁路
16530,淡金路
16530,中山北路
16526,新民街
16527,中山路
16397,中山路
16532,石崩山路
16532,中山路
16532,中央路
16532,老梅路
16532,富基漁港路
16532,淡金路
16532,中興街
16536,北新路
16432,中山路
16432,中山北路
16432,新春街
16501,三民路
16501,長榮路
16501,九芎街
16501,中山路
16501,四維路
16501,中興路
16501,中正北路
16554,洞頂路
16554,五號路
16554,金光路
16497,中正路
16497,文化路
16497,中山路
16497,中正東路
16497,八勢路
16497,中正東路
16497,竹林路
16497,竹林路民富街
16532,淡金路
16532,興仁路
16532,淡金路
16499,中山北路
16499,承德路
16499,士商路
16499,中正路
16499,集賢路
16499,五華街
16499,集賢路
16499,中山ㄧ路
16499,中山二路
16499,中山路
16499,四維路
16432,新春街
16527,龍米路
16527,民權路
16527,中正東路
16535,淡金路
16536,北新路
16554,金光路
16554,山尖路
16554,汽車路
16554,明燈路
16529,淡金路
16529,興仁路
16529,淡金路
16529,中山北路
16529,商工路
16529,淡金路
16529,北新路
16529,中山北路
16497,民生路
16497,中正東路
16497,竹林路
10753,木柵路
10453,捷運路
16461,金城路
16461,中央路
10753,北深路
16685,青雲路
16499,中興路
16499,中山北路
16499,中正北路
16499,忠孝路
16499,三民街
16499,中正北路
16500,中正北路
16500,忠孝路
16500,力行路
16432,新春街
16768,中山北路
16536,北新路
16536,中山北路
16536,中山路
16681,南榮路
16681,八堵路
16681,源遠路
16522,沙崙路
16529,中山路
16529,中山北路
16529,北新路
16529,淡金路
16529,中山北路
16529,淡金路
16529,路
16529,淡金路
16682,和美街
16682,美艷山街
16682,美灩山街
16682,延平街
16682,仁和路
16682,研海街
16682,龍門街
16682,興隆街
16685,青雲路
16849,龍米路
16694,新北大道路
16689,保安街
16689,大觀路
16527,中山路
16522,沙崙路
16522,新民街
16522,中正路
16522,濱海路
16522,中山北路
16522,中山路
16522,中正東路
16522,中山路
16522,中山北路
16522,濱海路
16522,中正路
16536,北新路
16667,三和路
16682,復興街
16682,研海街
16682,仁和路
16682,和仁路
16682,仁和路
16682,延平街
16682,美艷山街
16682,美灩山街
16682,美艷山街
16682,美炎山街
16682,和美街
16682,廉洞街
16682,鼻頭路
10329,安康路
16189,中央路
16486,雙鳳路
16486,富國路
16486,雙鳳路
16689,大觀路
16530,中山北路
16531,中山路
16531,中山北路
16531,北新路
16531,中正路
16531,農會2號倉庫(淡金路
16531,中正路
16531,淡金路
16527,中山路
16527,龍米路
16429,八德街
16429,中山路
16429,中山路三段+中州街
16429,中山路
16532,淡金路
16532,中山北路
16689,三民路
16689,員山路
16689,連城路
16651,中興街
16651,淡金路
16651,路
16651,淡金路
16627,中正東路
16651,淡金路
16651,中山北路
16527,中正東路
17293,中華路
17293,文化三路
17292,松江路
17293,文化三路
17293,中山路
16594,重新路
16595,重新路
16681,頂坪路
16682,龍洞街
16497,中正東路
16497,民權路
16497,自強路
16497,埔頂自強路
16497,自強路
16497,埔頂自強路
16497,民權路
16497,民族路
16497,民權路
16497,民生路
16497,竹林路
16497,竹林路民富街
16497,竹林路
16497,中正東路
16497,八勢路
16497,中正東路
16497,中山路
16651,中正東路
16651,民權路
16651,中正東路
16651,民權路
16651,中央北路
16651,淡金路
17513,五福路
16500,三和路
16500,中山一路
16500,集賢路
16500,五華街
16500,三信路
16500,集賢路
16527,民權路
16527,龍米路
16527,中山路
16538,北新路
10424,重新路
16538,中山北路
16538,北新路
16530,中山路
16530,中山北路
16530,濱海路
16530,中山北路
16497,文化路
16497,中正路
16685,明德路
16685,金城路
16685,延和路
16501,三民路
16629,淡金路
16629,路
16629,興仁路
16629,淡金路
16629,中山北路
16629,義山路
16429,中華路
16629,沙崙路
16538,北新路
16538,中正路
16538,農會2號倉庫(淡金路
16538,中正路
16538,淡金路
16530,中山北路
16530,淡金路
16530,路
16530,淡金路
16682,鼻頭路
16682,南雅路
16682,洞頂路
16682,海濱路
16682,瑞濱路
16682,建基路
16685,信義路
16685,國慶路
16685,和平路
16689,西門街
16689,北門街
16689,府中路
16689,文化路
16689,雙十路
16397,中山路
16689,雙十路
16689,三民路
16629,沙崙路
16629,淡海路
16629,中正路
16592,中正路
16592,萬壽路
16583,中山路
16688,淡金路
16632,福德一路
16632,伯爵街
16632,樟樹二路
17292,文化路
17292,文化一路
17292,中山路
16531,中正路
16531,農會2號倉庫(淡金路
16531,中正路
16531,北新路
16531,中山北路
16688,淡金路
16688,淡金路忠愛街
16688,淡金路
16429,中山路
16429,中洲路
16429,中山路
16429,八德街
16430,新春街
16430,中山北路
16430,新興街
16430,新民街
16430,新生街
16430,中山路
16430,文化路
16651,商工路
16651,淡金路
16651,北新路
16651,中山北路
16651,中山路
16651,中央北路
17292,粉寮路
17292,仁愛路
16538,北新路
16531,中山路
16532,中山路
16532,中山北路
16497,中正路
16497,沙崙路
16497,新民街
16497,新春街
16498,福德一路
16498,福德二路
16498,中興路
16498,大同路
16498,南港路
16498,民大道八段興中路
16498,南港路
16430,新生街
16430,新民街
16430,新興街123號(新興國小)對面編號23121號路
16430,新興街
16681,中山路
16681,魚桀魚坑路
16681,頂坪路
16681,大寮路
16681,楓仔瀨路
16681,粗坑口路
16681,源遠路
16528,淡金路
16528,路
16528,興仁路
16528,淡金路
16528,中山北路
16528,北新路
16538,北新路
16538,中山北路
16651,承德路
16651,大業路
16651,大興街
16651,中央南路
16651,中央北路
10474,重新路
16530,中興街
16530,農會2號倉庫(淡金路
16530,淡金路
16498,南港路
16498,大同路
16498,中興路
16685,和平路
16685,重慶路
16685,忠孝路
16685,四川路
16685,館前東路
16685,實踐路
16685,民族路
16685,漢民路
16685,漢生東路
16685,文化路
16681,八堵路
16681,南榮路
16681,忠一路
16681,南榮路
16629,中正路
16629,文化路
16629,中山路
16630,新春街
16630,中山北路
16630,中山路
16630,學府路
16630,鄧公路
16528,中山北路
10731,中正路
10731,永貞路
10731,中正路
16682,麥金路
16682,安樂路
16682,成功一路
16682,忠四路
16530,中央路
16530,老梅路
16685,文化路
16685,漢生東路
16429,篤行路
16630,鄧公路
16630,淡水路
16630,坪頂路
16535,中山北路
16632,大同路
16632,南港路
10195,中央路
16851,新五路
17513,五福路
17513,新五路
17513,成泰路
17513,龍米路
17513,成泰路
17513,新五路
16532,中山北路
16532,濱海路
16532,中山北路
16532,淡金路
16532,興仁路
16532,淡金路
16532,中興街
16532,淡金路
16535,中山北路
16535,濱海路
16535,中山北路
16535,淡金路
16535,興仁路
16535,路
16535,淡金路
16431,崁頂三路
16431,中山北路
16431,北新路
16632,大同路
16632,樟樹一路
16538,中央路
16538,老梅路
16538,志成街
16538,農會2號倉庫(淡金路
16538,中正路
16682,中正路
16682,義一路
16430,新春街
16430,新興街
16430,新民街
16430,文化路
16497,中正路
16532,富基漁港路
16532,中央路
16532,中山路
16532,石崩山路
16498,中興路
16498,福德二路
16498,福德一路
16499,中正北路
16499,三民路
16499,三民街
16499,忠孝路
16499,中正北路
16499,四維路
16499,中山路
16499,中山二路
16431,中山北路
16431,中山路
16431,中正東路
16431,中山路
16431,中山北路
16431,北新路
16432,新春街
16432,中山北路
16432,中山路
16528,中山路
16528,中正東路
16528,中山北路
16528,北新路
16528,淡金路
16544,工建路
16544,中興路
16544,大同路
16544,南港路
16544,民大道八段興中路
16544,南港路
16544,大同路
16531,北新路
16531,中山路
16532,中山北路
