id,地址,總班次
17516,中原路,68
17516,中原路,68
16420,安康路,40
16420,安康路,40
16717,景安路,25
16717,景安路,25
16637,朝陽街,4
16637,朝陽街,4
16393,新烏路,126
16393,北宜路,126
16393,新烏路,126
16393,中正路,126
16393,中興路,126
16393,北新路,126
16393,羅斯福路,126
16489,民義路,69
16485,五工六路,25
16485,泰林路,25
16486,萬壽路,99
16486,中正路,99
16486,雙鳳路,99
16486,民安路,99
16486,民安西路,99
16491,中正路,51
16492,中正路,49
16492,中正路,49
16492,寶橋路,49
16492,寶橋路,49
16492,中興路,49
16492,中興路,49
16493,新坡一街,35
16493,新坡一街,35
16492,新坡一街,49
16492,新坡一街,49
16492,長春路,49
16492,長春路,49
16418,安忠路,73
16418,安康路,73
16418,北新路,73
16492,長春路,49
16492,長春路,49
16493,長春路,35
16493,長春路,35
16493,新坡一街與長春路,35
16493,新坡一街與長春路,35
16493,新坡一街,35
16493,新坡一街,35
16735,裕民路,208
16487,中華路,112
16487,篤行路,112
16735,裕民路,208
16735,清水路,208
16735,延吉街,208
16735,明德路,208
16735,金城路,208
16735,連城路,208
16735,中正路,208
16487,南雅南路,112
16420,北新路,40
16420,北新路,40
16420,順安街,40
16420,順安街,40
16489,民義路,69
16489,工商路,69
16489,成泰路,69
16489,三民路,69
16489,中山一路,69
16423,府中路,99
16423,文化路,99
16423,民生路,99
16423,中正路,99
16491,北新路,51
16491,順安街,51
16491,復興路,51
10772,興南路,43
17534,民生路,128
17534,民生路,128
17534,民生路,128
17534,民生路,128
17534,民生路,128
17534,民生路,128
17516,中平路,68
17516,中平路,68
17516,中平路,68
17516,中平路,68
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
16668,集賢路,144
16668,五華街家樂福路,144
16668,五華街,144
16215,南雅南路,23
16215,南雅南路,23
16668,三信路,144
16668,集賢路,144
16427,達觀路,47
16223,中正路,12
16223,大埔路,12
16223,中正路,12
16427,達觀路,47
16500,中正路,63
16500,中正路,63
16500,中正路,63
16500,集賢路,63
16500,集賢路,63
16500,集賢路,63
16500,三信路,63
16500,三信路,63
16500,三信路,63
16500,五華街,63
16500,五華街,63
16500,五華街,63
16500,集賢路,63
16500,集賢路,63
16500,集賢路,63
16420,復興路,40
16420,復興路,40
16420,建國路,40
16420,建國路,40
16420,民權路,40
16420,民權路,40
16420,北新路,40
16420,北新路,40
16420,安康路,40
16420,安康路,40
16420,車子路,40
16420,車子路,40
16420,黎明路,40
16420,黎明路,40
16623,淡金路,13
16623,淡金路忠愛街,13
16623,淡金路,13
16481,羅斯福路,164
16423,民族路,99
16423,北新路,99
16423,北宜路,99
16655,文化三路,118
16627,沙崙路,2
16270,泰林路,14
16270,成泰路,14
16500,三和路,63
16500,三和路,63
16500,三和路,63
16500,力行路,63
16500,力行路,63
16500,力行路,63
16500,忠孝路,63
16500,忠孝路,63
16500,忠孝路,63
16500,中正北路,63
16500,中正北路,63
16500,中正北路,63
16501,中正北路,6
16501,中興路,6
16501,四維路,6
16501,中山路,6
16501,中山二路,6
16501,九芎街,6
16501,長榮路,6
16501,三民路,6
16501,民族路,6
16501,復興路,6
16501,三民路,6
16481,羅斯福路,164
16481,辛亥路,164
16481,新生南路,164
16481,羅斯福路,164
16481,北新路,164
16573,新興街,18
16270,龍米路,14
16270,成泰路,14
16270,明志路,14
16627,中山北路,2
16627,淡金路,2
16627,興仁路,2
16627,路,2
16627,淡金路,2
16627,堆王厝路,2
16393,羅斯福路,126
16393,羅斯福路三段上近浦城街,126
16393,杭州南路,126
16393,愛國東路,126
16393,中山南路,126
16393,羅斯福3段南昌路,126
16393,羅斯福路,126
16393,羅斯福路三段上近浦城街,126
16393,羅斯福路,126
16627,沙崙路,2
16554,明燈路,23
16554,明燈路,23
16554,汽車路,23
16554,汽車路,23
16627,淡海路,2
16627,中正路,2
16554,金光路,23
16554,金光路,23
16554,五號路,23
16554,五號路,23
16554,洞頂路,23
16554,洞頂路,23
16627,中正路,2
16627,文化路,2
16627,中山路,2
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
17570,中山北路,140
17570,中山路,140
17570,中山路,140
17570,中山路,140
17570,中山路,140
17570,中山路,140
17570,中山路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
16591,淡海路,84
16591,淡海路,84
16591,淡海路,84
16591,沙崙路,84
16591,沙崙路,84
16591,沙崙路,84
16591,淡海路,84
16591,淡海路,84
16591,淡海路,84
16592,雙鳳路,48
16429,中華路,36
16429,中華路,36
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
16487,南雅南路,112
17575,中山路,32
17575,中山路,32
17575,中山路,32
17575,中山路,32
17575,加投路,32
17575,加投路,32
17575,加投路,32
17575,加投路,32
16393,羅斯福路,126
16393,中興路,126
16393,中正路,126
16393,北新路,126
16393,新烏路,126
16489,集賢路,69
16489,五華街,69
16489,三信路,69
16489,集賢路,69
16486,民安西路,99
10772,興南路,43
16715,學府路,33
16431,北新路,110
16431,北新路,110
16431,北新路,110
16431,北新路,110
16429,中華路,36
16429,中華路,36
16429,篤行路,36
16429,篤行路,36
16429,南雅南路,36
16429,南雅南路,36
16429,館前東路,36
16429,館前東路,36
16429,民族路,36
16429,民族路,36
16429,海山路,36
16429,海山路,36
16429,區運路,36
16429,區運路,36
16429,政府西側門對面(新府路,36
16429,政府西側門對面(新府路,36
16429,政府西側門外(新府路,36
16429,政府西側門外(新府路,36
16429,漢生東路,36
16429,漢生東路,36
16429,民族路,36
16429,民族路,36
16429,四川路,36
16429,四川路,36
16429,南雅路,36
16429,南雅路,36
16429,南雅南路,36
16429,南雅南路,36
16429,中央路,36
16429,中央路,36
16429,大觀路,36
16429,大觀路,36
16429,篤行路,36
16429,篤行路,36
16429,中華路,36
16429,中華路,36
16487,文化路,112
16487,"民大道,華興街",112
16487,南雅路,112
16487,南雅南路,112
16487,中央路,112
16487,大觀路,112
16487,篤行路,112
16487,中華路,112
16487,中山路,112
16487,保安街,112
16487,大安路,112
17575,港西路,32
17575,港西路,32
17575,港西路,32
17575,港西路,32
17575,港東路,32
17575,港東路,32
17575,港東路,32
17575,港東路,32
16489,中山ㄧ路,69
16489,三民路,69
16489,成泰路,69
16489,工商路,69
16489,民義路,69
16679,加投路,99
16679,加投路,99
16679,加投路,99
16679,加投路,99
16679,頂社路,99
16679,頂社路,99
16679,頂社路,99
16679,頂社路,99
16679,港西路,99
16679,港西路,99
16679,港西路,99
16679,港西路,99
16675,中山北路,37
16675,中山北路,37
16675,中山北路,37
16675,中山北路,37
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,港東路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中山路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,中華路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,龜山子路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,加投路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,頂社路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16676,港西路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,瑪鍊路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16429,中山路,36
16429,中山路,36
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,中興路,140
17570,中興路,140
17570,中興路,140
17570,中興路,140
17570,中興路,140
17570,中興路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,民大道二段與民生街,140
17570,民大道二段與民生街,140
17570,民大道二段與民生街,140
17570,民大道二段與民生街,140
17570,民大道二段與民生街,140
17570,民大道二段與民生街,140
17570,民大道二段與民生路,140
17570,民大道二段與民生路,140
17570,民大道二段與民生路,140
17570,民大道二段與民生路,140
17570,民大道二段與民生路,140
17570,民大道二段與民生路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,民生路,140
17570,工商路,140
17570,工商路,140
17570,工商路,140
17570,工商路,140
17570,工商路,140
17570,工商路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17575,編號第502432號路,32
17575,編號第502432號路,32
17575,編號第502432號路,32
17575,編號第502432號路,32
17575,瑪鍊路,32
17575,瑪鍊路,32
17575,瑪鍊路,32
17575,瑪鍊路,32
17575,基金三路,32
17575,基金三路,32
17575,基金三路,32
17575,基金三路,32
17575,基金一路,32
17575,基金一路,32
17575,基金一路,32
17575,基金一路,32
17575,麥金路,32
17575,麥金路,32
17575,麥金路,32
17575,麥金路,32
16481,民權路,164
16481,建國路,164
16481,民族路,164
16627,公埔子陳厝路,2
16627,高厝路,2
16627,公埔子陳厝路,2
16627,堆王厝路,2
16425,中正路,54
16425,三民路,54
16425,長榮路,54
16425,永樂街,54
16425,長安街,54
16425,九芎街,54
16425,中山ㄧ路,54
16425,中山一路,54
16493,新坡一街,35
16493,新坡一街,35
16493,中興路,35
16493,中興路,35
16493,中正路,35
16493,中正路,35
16427,達觀路,47
16427,車子路,47
16427,安康路,47
16481,北宜路,164
16427,安康路,47
16481,三民路,164
16481,中華路,164
16481,北新路,164
16481,北宜路,164
16626,淡金路,8
16626,淡金路,8
16626,中山北路,8
16626,中山北路,8
17575,建國南路,32
17575,建國南路,32
17575,建國南路,32
17575,建國南路,32
17575,建國北路,32
17575,建國北路,32
17575,建國北路,32
17575,建國北路,32
16274,安祥路,32
16274,安康路,32
16274,安和路,32
16274,安康路,32
16274,安祥路,32
16734,田子路,8
16734,田子路,8
16734,平十公路,8
16734,平十公路,8
16734,石底街,8
16734,石底街,8
16734,平十公路,8
16734,平十公路,8
16393,新烏路,126
16425,集賢路,54
16627,中山路,2
16628,中山路,4
16628,中山北路,4
16224,學勤路,180
16224,中央路,180
16224,學勤路,180
16224,學成路,180
16628,北新路,4
16407,復興路,99
16407,中興路,99
16407,圓通路,99
16715,中正東路,33
16628,淡金路,4
16427,車子路,47
16628,奎柔山路,4
16628,淡金路,4
16628,中山北路,4
16628,後洲路,4
16628,北新路,4
16485,泰林路,25
16485,五工六路,25
16485,五權路,25
16734,中山路,8
16734,中山路,8
16734,三爪子坑路,8
16734,三爪子坑路,8
16734,明燈路,8
16734,明燈路,8
16735,中華路,208
16485,五工路,25
16485,思源路,25
16485,中原路,25
16487,文化街,112
16487,中山路,112
16393,羅斯福路,126
16735,錦和路,208
16735,圓通路,208
16735,中正路,208
16393,心路,126
16393,新烏路,126
16393,新烏來路,126
16393,新烏路,126
16628,中山路,4
16629,中山路,8
16629,文化路,8
16629,中正路,8
16485,貴陽街,25
16485,中華路,25
16485,寶慶路,25
16485,博愛路,25
16485,重慶南路,25
16490,五工路,73
16490,五權一路,73
16490,五權三路,73
16490,五工六路,73
16490,五權路,73
16490,五工一路,73
16490,四維路,73
16717,興南路,25
16717,興南路,25
16258,木柵路,40
16258,木新路,40
16258,寶橋路,40
16258,北新路,40
16258,木新路,40
16486,南雅南路,99
16486,民安西路,99
16486,新樹路,99
16486,樹新路,99
16486,保安街,99
16717,興南路,25
16717,興南路,25
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,龜山子路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16677,中華路,99
16628,中山北路,4
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
16629,中山北路,8
16629,淡金路,8
16629,興仁路,8
16629,路,8
16629,淡金路,8
16629,小中寮11號路,8
16397,文化路,40
16397,中山路,40
16397,中正東路,40
16735,中正路,208
16735,連城路,208
16735,金城路,208
16735,明德路,208
16735,清水路,208
16735,裕民路,208
16735,中央路,208
16735,中華路,208
17575,辛亥路,32
17575,辛亥路,32
17575,辛亥路,32
17575,辛亥路,32
16490,中山路,73
16490,中山二路,73
16490,九芎街,73
16490,長榮路,73
16490,三民路,73
16490,民族路,73
16490,三民路,73
16490,復興路,73
16490,民族路,73
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16677,加投路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,磺港路,99
16678,磺港路,99
16678,磺港路,99
16678,磺港路,99
16678,磺港路,99
16678,磺港路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,金山區中正路,99
16678,金山區中正路,99
16678,金山區中正路,99
16678,金山區中正路,99
16678,金山區中正路,99
16678,金山區中正路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,中山路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,加投路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16678,瑪鍊路,99
16425,集賢路,54
16397,新生街,40
16397,新民街,40
16493,北新路,35
16493,北新路,35
16493,寶橋路,35
16493,寶橋路,35
16493,中興路,35
16493,中興路,35
16493,新坡一街,35
16493,新坡一街,35
16493,新坡一街與長春路,35
16493,新坡一街與長春路,35
16493,新坡一街,35
16493,新坡一街,35
16493,長春路,35
16493,長春路,35
16679,港東路,99
16679,港東路,99
16679,港東路,99
16679,港東路,99
16623,中正東路,13
16623,淡金路,13
16623,淡金路忠愛街,13
16623,淡金路,13
16422,國中路,31
16422,國中路,31
16422,文山路,31
16422,文山路,31
16422,中正路,31
16422,中正路,31
16422,北新路,31
16422,北新路,31
16626,後洲路,8
16626,後洲路,8
16626,沙崙路,8
16626,沙崙路,8
16626,濱海路,8
16626,濱海路,8
16626,中正路,8
16626,中正路,8
16626,淡海路,8
16626,淡海路,8
16626,沙崙路,8
16626,沙崙路,8
16626,淡海路,8
16626,淡海路,8
16479,新樹路,170
16479,民安西路,170
16479,民安路,170
16479,富國路,170
16479,中正路,170
16425,民安東路,54
16425,重慶北路,54
16425,南京西路,54
16425,承德路,54
16425,南京西路,54
16425,民生西路,54
16425,民生東路,54
16623,淡金路,13
16679,加投路,99
16679,加投路,99
16679,加投路,99
16679,加投路,99
16425,永樂街,54
16425,長榮路,54
16425,三民路,54
16479,民安西路,170
16626,中山路,8
16626,中山路,8
16626,文化路,8
16626,文化路,8
16626,中正路,8
16626,中正路,8
16626,淡海路,8
16626,淡海路,8
16481,北新路,164
16481,光明街,164
16481,三民路,164
16481,民族路,164
16626,中正路,8
16626,中正路,8
16626,文化路,8
16626,文化路,8
16626,中山路,8
16626,中山路,8
16627,中山路,2
16485,中原路,25
16485,中平路,25
16485,幸福路,25
16485,中華路,25
16485,復興路,25
16485,化成路,25
16734,靜安路,8
16734,靜安路,8
16734,十分街,8
16734,十分街,8
16627,淡金路,2
16627,路,2
16627,興仁路,2
16627,淡金路,2
16627,中山北路,2
16734,十分街,8
16734,十分街,8
16485,衡陽路,25
16485,成都路,25
16485,重新路,25
16682,麥金路,34
16682,麥金路,34
16258,中興路,40
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,成泰路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,龍米路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,民權路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
17570,中正東路,140
16485,重新路,25
17576,"民大道,華興街",90
17576,"民大道,華興街",90
17576,"民大道,華興街",90
17576,"民大道,華興街",90
17576,中山高速公路,90
17576,中山高速公路,90
17576,中山高速公路,90
17576,中山高速公路,90
16393,新烏路,126
16485,成功路,25
17576,中正路,90
17576,中正路,90
17576,中正路,90
17576,中正路,90
17576,南崁路,90
17576,南崁路,90
17576,南崁路,90
17576,南崁路,90
17576,長榮路,90
17576,長榮路,90
17576,長榮路,90
17576,長榮路,90
17576,六福路,90
17576,六福路,90
17576,六福路,90
17576,六福路,90
17576,中山路,90
17576,中山路,90
17576,中山路,90
17576,中山路,90
17576,南祥路,90
17576,南祥路,90
17576,南祥路,90
17576,南祥路,90
17576,中山路,90
17576,中山路,90
17576,中山路,90
17576,中山路,90
16485,重新路,25
16485,化成路,25
16485,復興路,25
16485,中華路,25
16485,幸福路,25
16485,中平路,25
16485,中原路,25
16485,思源路,25
16485,重慶南路,25
16485,公園路,25
16485,公園路與常德街,25
16485,衡陽路,25
16485,思源路,25
16485,五工路,25
16485,五權一路,25
16485,五工路,25
16485,五權路,25
16490,民族路,73
16490,三民路,73
16490,長榮路,73
16486,"民大道,華興街",99
16486,南雅路,99
16486,中央路,99
16486,大觀路,99
16486,文化路,99
16486,保安街,99
16486,樹新路,99
16486,民安西路,99
16491,建國路,51
16491,民權路,51
16491,北新路,51
16397,新民街,40
16487,中華路,112
16294,大同路,92
16294,大同路,92
16294,三重路,92
16294,三重路,92
16294,向陽路,92
16294,向陽路,92
16294,忠孝東路,92
16294,忠孝東路,92
16422, 北新路,31
16422, 北新路,31
16422,北新路,31
16422,北新路,31
16422,光明街,31
16422,光明街,31
16422,中正路,31
16422,中正路,31
16422,文山路,31
16422,文山路,31
16422,國中路,31
16422,國中路,31
16423,新烏路,99
16423,北宜路,99
16490,長榮路,73
16490,九芎街,73
16490,中山路,73
16490,四維路,73
16490,五工一路,73
16490,五股一路,73
16490,五權路,73
16490,五工六路,73
16491,長春路,51
16491,新坡一街與長春路,51
16491,新坡一街,51
16479,中正路,170
16491,北新路,51
16491,寶橋路,51
16491,中興路,51
16491,新坡一街,51
16491,新坡一街與長春路,51
16491,新坡一街,51
16491,長春路,51
16492,長春路,49
16492,長春路,49
16492,新坡一街與長春路,49
16492,新坡一街與長春路,49
16492,新坡一街,49
16492,新坡一街,49
16492,中正路,49
16492,中正路,49
16425,林森北路,54
16425,民權東路,54
16425,民權西路,54
16425,承德路,54
16623,淡金路,13
16679,中山路,99
16679,中山路,99
16679,中山路,99
16679,中山路,99
16623,淡金路,13
16679,金山區中正路,99
16679,金山區中正路,99
16679,金山區中正路,99
16679,金山區中正路,99
16420,黎明路,40
16420,黎明路,40
16420,車子路,40
16420,車子路,40
16420,安康路,40
16420,安康路,40
16420,北新路,40
16420,北新路,40
16420,光明街,40
16420,光明街,40
16420,北新路,40
16420,北新路,40
16423,民族路,99
16423,中正路,99
16423,民生路,99
16423,文化路,99
16627,文化路,2
16627,中正路,2
16265,安和路,94
16265,景新街,94
16265,安和路,94
16627,中正路,2
16479,中正路,170
16479,中正路上近登龍街,170
16479,中正路,170
16479,民生路,170
16479,中正路,170
16479,富國路,170
16479,民安路,170
16479,民安西路,170
16479,新樹路,170
16425,承德路,54
16425,庫倫街,54
16425,酒泉街,54
16425,延平北路,54
16425,中正路,54
16425,集賢路,54
16425,三信路,54
16425,五華街,54
16425,集賢路,54
16425,中山ㄧ路,54
16425,中山一路,54
16425,九芎街,54
16425,長安街,54
16499,集賢路,56
16499,五華街,56
16499,三信路,56
16499,集賢路,56
16499,中正路,56
16685,民族路,32
16685,中山路,32
16685,四川路,32
16685,忠孝路,32
16685,重慶路,32
16685,和平路,32
16685,信義路,32
16535,淡金路,3
16535,路,3
16535,興仁路,3
16535,淡金路,3
16630,坪頂路,6
16630,中正東路,6
16630,中山路,6
16630,中山北路,6
16630,新春路,6
16630,新春街,6
16529,中正路,10
16529,中興街,10
10281,新樹路,150
16682,北寧路,34
16682,北寧路,34
16682,瑞濱路,34
16682,瑞濱路,34
16682,海濱路,34
16682,海濱路,34
16530,富基漁港路,1
16685,青雲路,32
16685,延和路,32
16685,金城路,32
16685,明德路,32
16685,青雲路,32
16685,漢民路,32
16397,新民街,40
16397,義山路,40
16526,新民街,1
16526,新生街,1
16526,文化路,1
16526,中山路,1
16526,中正東路,1
16526,中山路,1
16526,文化路,1
16526,新生街,1
16535,中山北路,3
16536,北新路,31
16682,籠山路,34
16682,籠山路,34
16682,洞頂路,34
16682,洞頂路,34
16682,哩咾路,34
16682,哩咾路,34
16682,南雅路,34
16682,南雅路,34
16682,和美街,34
16682,和美街,34
16632,樟樹二路,100
16632,樟樹路,100
16632,康寧街,100
16632,福德一路,100
15224,鄧公路,9
15224,鄧公路,9
16530,八甲路,1
16530,淡金路,1
16530,農會2號倉庫(淡金路,1
16530,中興街,1
16530,淡金路,1
16530,路,1
16530,興仁路,1
16530,淡金路,1
16530,中山北路,1
16526,新民街,1
16527,中山路,3
16397,中山路,40
16532,石崩山路,1
16532,中山路,1
16532,中央路,1
16532,老梅路,1
16532,富基漁港路,1
16532,淡金路,1
16532,中興街,1
16536,北新路,31
16432,中山路,54
16432,中山路,54
16432,中山路,54
16432,中山北路,54
16432,中山北路,54
16432,中山北路,54
16432,新春街,54
16432,新春街,54
16432,新春街,54
16501,三民路,6
16501,長榮路,6
16501,九芎街,6
16501,中山路,6
16501,四維路,6
16501,中興路,6
16501,中正北路,6
16554,洞頂路,23
16554,洞頂路,23
16554,五號路,23
16554,五號路,23
16554,金光路,23
16554,金光路,23
16497,中正路,28
16497,文化路,28
16497,中山路,28
16497,中正東路,28
16497,八勢路,28
16497,中正東路,28
16497,竹林路,28
16497,竹林路民富街,28
16532,淡金路,1
16532,興仁路,1
16532,淡金路,1
16499,中山北路,56
16499,承德路,56
16499,士商路,56
16499,中正路,56
16499,集賢路,56
16499,五華街,56
16499,集賢路,56
16499,中山ㄧ路,56
16499,中山二路,56
16499,中山路,56
16499,四維路,56
16432,新春街,54
16432,新春街,54
16432,新春街,54
16527,龍米路,3
16527,民權路,3
16527,中正東路,3
16535,淡金路,3
16536,北新路,31
16554,金光路,23
16554,金光路,23
16554,山尖路,23
16554,山尖路,23
16554,汽車路,23
16554,汽車路,23
16554,明燈路,23
16554,明燈路,23
16529,淡金路,10
16529,興仁路,10
16529,淡金路,10
16529,中山北路,10
16529,商工路,10
16529,淡金路,10
16529,北新路,10
16529,中山北路,10
16497,民生路,28
16497,中正東路,28
16497,竹林路,28
10753,木柵路,9
10453,捷運路,120
16461,金城路,60
16461,金城路,60
16461,金城路,60
16461,金城路,60
16461,中央路,60
16461,中央路,60
16461,中央路,60
16461,中央路,60
10753,北深路,9
16685,青雲路,32
16499,中興路,56
16499,中山北路,56
16499,中正北路,56
16499,忠孝路,56
16499,三民街,56
16499,中正北路,56
16500,中正北路,63
16500,中正北路,63
16500,中正北路,63
16500,忠孝路,63
16500,忠孝路,63
16500,忠孝路,63
16500,力行路,63
16500,力行路,63
16500,力行路,63
16432,新春街,54
16432,新春街,54
16432,新春街,54
16768,中山北路,99
16768,中山北路,99
16536,北新路,31
16536,中山北路,31
16536,中山路,31
16681,南榮路,10
16681,南榮路,10
16681,南榮路,10
16681,南榮路,10
16681,八堵路,10
16681,八堵路,10
16681,八堵路,10
16681,八堵路,10
16681,源遠路,10
16681,源遠路,10
16681,源遠路,10
16681,源遠路,10
16522,沙崙路,4
16522,沙崙路,4
16529,中山路,10
16529,中山北路,10
16529,北新路,10
16529,淡金路,10
16529,中山北路,10
16529,淡金路,10
16529,路,10
16529,淡金路,10
16682,和美街,34
16682,和美街,34
16682,美艷山街,34
16682,美艷山街,34
16682,美灩山街,34
16682,美灩山街,34
16682,延平街,34
16682,延平街,34
16682,仁和路,34
16682,仁和路,34
16682,研海街,34
16682,研海街,34
16682,龍門街,34
16682,龍門街,34
16682,興隆街,34
16682,興隆街,34
16685,青雲路,32
16849,龍米路,20
16849,龍米路,20
16694,新北大道路,100
16689,保安街,70
16689,大觀路,70
16527,中山路,3
16522,沙崙路,4
16522,沙崙路,4
16522,新民街,4
16522,新民街,4
16522,中正路,4
16522,中正路,4
16522,濱海路,4
16522,濱海路,4
16522,中山北路,4
16522,中山北路,4
16522,中山路,4
16522,中山路,4
16522,中正東路,4
16522,中正東路,4
16522,中山路,4
16522,中山路,4
16522,中山北路,4
16522,中山北路,4
16522,濱海路,4
16522,濱海路,4
16522,中正路,4
16522,中正路,4
16536,北新路,31
16667,三和路,2
16682,復興街,34
16682,復興街,34
16682,研海街,34
16682,研海街,34
16682,仁和路,34
16682,仁和路,34
16682,和仁路,34
16682,和仁路,34
16682,仁和路,34
16682,仁和路,34
16682,延平街,34
16682,延平街,34
16682,美艷山街,34
16682,美艷山街,34
16682,美灩山街,34
16682,美灩山街,34
16682,美艷山街,34
16682,美艷山街,34
16682,美炎山街,34
16682,美炎山街,34
16682,和美街,34
16682,和美街,34
16682,廉洞街,34
16682,廉洞街,34
16682,鼻頭路,34
16682,鼻頭路,34
10329,安康路,90
16189,中央路,38
16486,雙鳳路,99
16486,富國路,99
16486,雙鳳路,99
16689,大觀路,70
16530,中山北路,1
